name,zipcode,inspection_date,score,address,city,state,lat,lon,facility_id,description
"Family Dollar Stores of TX., LLC #1700",78741,02/10/2015,90,1917 E RIVERSIDE DR,AUSTIN,78741,30.242112760000055,-97.72864485599996,10178872,Routine Inspection
Farm To Market Grocery,78704,09/25/2012,100,1718 S CONGRESS AVE,AUSTIN,78704,30.246401553000055,-97.75088965599997,2802862,Routine Inspection
Farm To Market Grocery,78704,03/18/2013,97,1718 S CONGRESS AVE,AUSTIN,78704,30.246401553000055,-97.75088965599997,2802862,Routine Inspection
Farm To Market Grocery,78704,09/17/2013,97,1718 S CONGRESS AVE,AUSTIN,78704,30.246401553000055,-97.75088965599997,2802862,Routine Inspection
Farm To Market Grocery,78704,03/24/2015,84,1718 S CONGRESS AVE,AUSTIN,78704,30.246401553000055,-97.75088965599997,2802862,Routine Inspection
Farm To Market Grocery,78704,10/10/2014,97,1718 S CONGRESS AVE,AUSTIN,78704,30.246401553000055,-97.75088965599997,2802862,Routine Inspection
Farm To Market Grocery,78704,03/14/2014,93,1718 S CONGRESS AVE,AUSTIN,78704,30.246401553000055,-97.75088965599997,2802862,Routine Inspection
Fast Eddies,78717,05/25/2012,90,13945 N US 183 HWY Bunit 122,AUSTIN,78717,30.490713034000066,-97.76505815999997,10608493,Routine Inspection
Fast Eddies,78717,12/12/2014,87,13945 N US 183 HWY Bunit 122,AUSTIN,78717,30.490713034000066,-97.76505815999997,10608493,Routine Inspection
Fast Eddies,78717,03/01/2013,85,13945 N US 183 HWY Bunit 122,AUSTIN,78717,30.490713034000066,-97.76505815999997,10608493,Routine Inspection
Fast Eddies,78717,07/14/2014,83,13945 N US 183 HWY Bunit 122,AUSTIN,78717,30.490713034000066,-97.76505815999997,10608493,Routine Inspection
Fast Eddies,78717,09/19/2013,97,13945 N US 183 HWY Bunit 122,AUSTIN,78717,30.490713034000066,-97.76505815999997,10608493,Routine Inspection
Fast Folks Cyclery & Cafe,78702,04/17/2015,96,1201 E CESAR CHAVEZ ST,AUSTIN,78702,30.259803743000077,-97.73243931999997,11173104,Routine Inspection
Fast Food Store,78721,07/08/2013,97,4611 E MARTIN LUTHER KING JR BLVD,AUSTIN,78721,30.285943256000053,-97.68162714799996,2804099,Routine Inspection
Fast Food Store,78721,01/08/2013,90,4611 E MARTIN LUTHER KING JR BLVD,AUSTIN,78721,30.285943256000053,-97.68162714799996,2804099,Routine Inspection
Fast Food Store,78721,10/28/2014,93,4611 E MARTIN LUTHER KING JR BLVD,AUSTIN,78721,30.285943256000053,-97.68162714799996,2804099,Routine Inspection
Fast Food Store,78721,03/26/2015,97,4611 E MARTIN LUTHER KING JR BLVD,AUSTIN,78721,30.285943256000053,-97.68162714799996,2804099,Routine Inspection
Fast Food Store,78721,05/14/2012,97,4611 E MARTIN LUTHER KING JR BLVD,AUSTIN,78721,30.285943256000053,-97.68162714799996,2804099,Routine Inspection
Fast Food Store,78721,02/26/2014,94,4611 E MARTIN LUTHER KING JR BLVD,AUSTIN,78721,30.285943256000053,-97.68162714799996,2804099,Routine Inspection
Fast Trends,78728,03/26/2015,94,14611 BURNET RD Unit 200,AUSTIN,78728,30.450489099000038,-97.69540843899995,11034420,Routine Inspection
Fast Trends,78728,08/26/2014,96,14611 BURNET RD Unit 200,AUSTIN,78728,30.450489099000038,-97.69540843899995,11034420,Routine Inspection
Fast Trends,78728,01/15/2015,91,14611 BURNET RD Unit 200,AUSTIN,78728,30.450489099000038,-97.69540843899995,11034420,Routine Inspection
Fat Sal's Deli,78705,04/21/2015,94,2604 GUADALUPE ST,AUSTIN,78705,30.290902677000076,-97.74135221999995,11173114,Routine Inspection
Fazoli's Italian Food,78729,09/18/2014,97,13201 N FM 620 RD NB,AUSTIN,78729,30.450904093000077,-97.76774771899994,2801304,Routine Inspection
Fazoli's Italian Food,78729,03/18/2014,97,13201 N FM 620 RD NB,AUSTIN,78729,30.450904093000077,-97.76774771899994,2801304,Routine Inspection
Fazoli's Italian Food,78729,02/26/2015,92,13201 N FM 620 RD NB,AUSTIN,78729,30.450904093000077,-97.76774771899994,2801304,Routine Inspection
Fazoli's Italian Food,78729,07/16/2013,95,13201 N FM 620 RD NB,AUSTIN,78729,30.450904093000077,-97.76774771899994,2801304,Routine Inspection
Fazoli's Italian Food,78729,11/08/2012,82,13201 N FM 620 RD NB,AUSTIN,78729,30.450904093000077,-97.76774771899994,2801304,Routine Inspection
Fete Accompli,78741,02/14/2014,96,6319 EL MIRANDO ST,AUSTIN,78741,30.239368025000033,-97.69241941999996,10554512,Routine Inspection
Fete Accompli,78741,03/08/2013,96,6319 EL MIRANDO ST,AUSTIN,78741,30.239368025000033,-97.69241941999996,10554512,Routine Inspection
Fete Accompli,78741,07/13/2012,96,6319 EL MIRANDO ST,AUSTIN,78741,30.239368025000033,-97.69241941999996,10554512,Routine Inspection
Fete Accompli,78741,04/09/2015,100,6319 EL MIRANDO ST,AUSTIN,78741,30.239368025000033,-97.69241941999996,10554512,Routine Inspection
Fete Accompli,78741,09/11/2014,100,6319 EL MIRANDO ST,AUSTIN,78741,30.239368025000033,-97.69241941999996,10554512,Routine Inspection
F & F Fruit Cups,78752,09/16/2014,85,7110 CAMERON RD Bldg D,AUSTIN,78752,30.32567623700004,-97.69266716099997,10980169,Routine Inspection
F & F Fruit Cups,78752,04/01/2015,93,7110 CAMERON RD Bldg D,AUSTIN,78752,30.32567623700004,-97.69266716099997,10980169,Routine Inspection
F & F Fruit Cups,78752,03/14/2014,96,7110 CAMERON RD Bldg D,AUSTIN,78752,30.32567623700004,-97.69266716099997,10980169,Routine Inspection
Fiesta #64- Bakery and Deli,78745,09/17/2014,89,5510 S IH 35 SVRD SB Bldg F,AUSTIN,78745,30.206884239000033,-97.79564699899998,10068178,Routine Inspection
Fiesta #64- Bakery and Deli,78745,03/11/2015,86,5510 S IH 35 SVRD SB Bldg F,AUSTIN,78745,30.206884239000033,-97.79564699899998,10068178,Routine Inspection
Fiesta #64- Bakery and Deli,78745,02/03/2014,100,5510 S IH 35 SVRD SB Bldg F,AUSTIN,78745,30.206884239000033,-97.79564699899998,10068178,Routine Inspection
Fiesta #64- Bakery and Deli,78745,12/21/2012,97,5510 S IH 35 SVRD SB Bldg F,AUSTIN,78745,30.206884239000033,-97.79564699899998,10068178,Routine Inspection
Fiesta #64- Bakery and Deli,78745,07/01/2013,100,5510 S IH 35 SVRD SB Bldg F,AUSTIN,78745,30.206884239000033,-97.79564699899998,10068178,Routine Inspection
Fiesta #64- Market and Seafood,78745,12/20/2012,97,5510 S IH 35 SVRD SB Bldg F,AUSTIN,78745,30.206884239000033,-97.79564699899998,10068179,Routine Inspection
Fiesta #64- Market and Seafood,78745,07/01/2013,97,5510 S IH 35 SVRD SB Bldg F,AUSTIN,78745,30.206884239000033,-97.79564699899998,10068179,Routine Inspection
Fiesta #64- Market and Seafood,78745,02/03/2014,97,5510 S IH 35 SVRD SB Bldg F,AUSTIN,78745,30.206884239000033,-97.79564699899998,10068179,Routine Inspection
Fiesta #64- Market and Seafood,78745,09/17/2014,83,5510 S IH 35 SVRD SB Bldg F,AUSTIN,78745,30.206884239000033,-97.79564699899998,10068179,Routine Inspection
Fiesta #64- Market and Seafood,78745,03/11/2015,82,5510 S IH 35 SVRD SB Bldg F,AUSTIN,78745,30.206884239000033,-97.79564699899998,10068179,Routine Inspection
Fiesta Mart #25 Bakery/Taqueria,78722,04/30/2014,76,3909 N IH 35 SVRD NB,AUSTIN,78722,30.288800628000047,-97.71554682299995,2800295,Routine Inspection
Fiesta Mart #25 Bakery/Taqueria,78722,04/22/2015,97,3909 N IH 35 SVRD NB,AUSTIN,78722,30.288800628000047,-97.71554682299995,2800295,Routine Inspection
Fiesta Mart #25 Bakery/Taqueria,78722,07/20/2012,94,3909 N IH 35 SVRD NB,AUSTIN,78722,30.288800628000047,-97.71554682299995,2800295,Routine Inspection
Fiesta Mart #25 Bakery/Taqueria,78722,11/25/2014,79,3909 N IH 35 SVRD NB,AUSTIN,78722,30.288800628000047,-97.71554682299995,2800295,Routine Inspection
Fiesta Mart #25 Bakery/Taqueria,78722,04/04/2013,86,3909 N IH 35 SVRD NB,AUSTIN,78722,30.288800628000047,-97.71554682299995,2800295,Routine Inspection
Fiesta Mart #25 Bakery/Taqueria,78722,11/20/2014,96,3909 N IH 35 SVRD NB,AUSTIN,78722,30.288800628000047,-97.71554682299995,2800295,Routine Inspection
Fiesta Mart #25 Groc/Meat Mkt,78722,04/22/2015,100,3909 N IH 35 SVRD NB,AUSTIN,78722,30.288800628000047,-97.71554682299995,2803429,Routine Inspection
Fiesta Mart #25 Groc/Meat Mkt,78722,04/30/2014,96,3909 N IH 35 SVRD NB,AUSTIN,78722,30.288800628000047,-97.71554682299995,2803429,Routine Inspection
Fiesta Mart #25 Groc/Meat Mkt,78722,11/20/2014,93,3909 N IH 35 SVRD NB,AUSTIN,78722,30.288800628000047,-97.71554682299995,2803429,Routine Inspection
Fiesta Mart #25 Groc/Meat Mkt,78722,04/05/2013,97,3909 N IH 35 SVRD NB,AUSTIN,78722,30.288800628000047,-97.71554682299995,2803429,Routine Inspection
Fiesta Mart #25 Seafood & Deli,78722,04/30/2014,89,3909 N IH 35 SVRD NB,AUSTIN,78722,30.288800628000047,-97.71554682299995,2800728,Routine Inspection
Fiesta Mart #25 Seafood & Deli,78722,11/20/2014,92,3909 N IH 35 SVRD NB,AUSTIN,78722,30.288800628000047,-97.71554682299995,2800728,Routine Inspection
Fiesta Mart #25 Seafood & Deli,78722,11/25/2014,92,3909 N IH 35 SVRD NB,AUSTIN,78722,30.288800628000047,-97.71554682299995,2800728,Routine Inspection
Fiesta Mart #25 Seafood & Deli,78722,04/22/2015,100,3909 N IH 35 SVRD NB,AUSTIN,78722,30.288800628000047,-97.71554682299995,2800728,Routine Inspection
Fiesta Mart #25 Seafood & Deli,78722,04/04/2013,95,3909 N IH 35 SVRD NB,AUSTIN,78722,30.288800628000047,-97.71554682299995,2800728,Routine Inspection
Fiesta Mart #64,78745,09/17/2014,77,5510 S IH 35 SVRD SB Bldg F,AUSTIN,78745,30.206884239000033,-97.79564699899998,10008337,Routine Inspection
Fiesta Mart #64,78745,03/11/2015,93,5510 S IH 35 SVRD SB Bldg F,AUSTIN,78745,30.206884239000033,-97.79564699899998,10008337,Routine Inspection
Fiesta Mart #64,78745,02/03/2014,96,5510 S IH 35 SVRD SB Bldg F,AUSTIN,78745,30.206884239000033,-97.79564699899998,10008337,Routine Inspection
Fiesta Mart #64,78745,12/20/2012,87,5510 S IH 35 SVRD SB Bldg F,AUSTIN,78745,30.206884239000033,-97.79564699899998,10008337,Routine Inspection
Fiesta Mart #64,78745,07/01/2013,94,5510 S IH 35 SVRD SB Bldg F,AUSTIN,78745,30.206884239000033,-97.79564699899998,10008337,Routine Inspection
Fiesta Mart - Convenience/Gas #64,78745,03/17/2014,89,5510 S IH 35 SVRD SB Bldg J,AUSTIN,78745,30.206884239000033,-97.79564699899998,10008328,Routine Inspection
Fiesta Mart - Convenience/Gas #64,78745,08/21/2012,97,5510 S IH 35 SVRD SB Bldg J,AUSTIN,78745,30.206884239000033,-97.79564699899998,10008328,Routine Inspection
Fiesta Mart - Convenience/Gas #64,78745,10/16/2014,89,5510 S IH 35 SVRD SB Bldg J,AUSTIN,78745,30.206884239000033,-97.79564699899998,10008328,Routine Inspection
Fiesta Mart - Convenience/Gas #64,78745,08/28/2013,95,5510 S IH 35 SVRD SB Bldg J,AUSTIN,78745,30.206884239000033,-97.79564699899998,10008328,Routine Inspection
Fiesta Mart - Convenience/Gas #64,78745,02/28/2013,100,5510 S IH 35 SVRD SB Bldg J,AUSTIN,78745,30.206884239000033,-97.79564699899998,10008328,Routine Inspection
Fiesta Mart - Convenience/Gas #64,78745,04/03/2015,97,5510 S IH 35 SVRD SB Bldg J,AUSTIN,78745,30.206884239000033,-97.79564699899998,10008328,Routine Inspection
Fighting Orange,78722,03/18/2015,91,3807 N IH 35 SVRD NB,AUSTIN,78722,30.288800628000047,-97.71554682299995,11192434,Routine Inspection
Fig Leaf Catering,78702,04/24/2015,97,2600 E CESAR CHAVEZ ST,AUSTIN,78702,30.253856816000052,-97.71522192499998,11202843,Routine Inspection
Figure 8 Coffee Purveyors,78702,03/13/2015,97,1111 CHICON ST Unit A,AUSTIN,78702,30.266597596000054,-97.72021245699995,11180309,Routine Inspection
Filipino Asian Mart,78748,05/07/2013,92,615 W SLAUGHTER LN Unit 110,AUSTIN,78748,30.173186719000057,-97.80060485499996,10497020,Routine Inspection
Filipino Asian Mart,78748,03/20/2014,85,615 W SLAUGHTER LN Unit 110,AUSTIN,78748,30.173186719000057,-97.80060485499996,10497020,Routine Inspection
Filipino Asian Mart,78748,05/22/2012,100,615 W SLAUGHTER LN Unit 110,AUSTIN,78748,30.173186719000057,-97.80060485499996,10497020,Routine Inspection
Filipino Asian Mart,78748,08/29/2014,97,615 W SLAUGHTER LN Unit 110,AUSTIN,78748,30.173186719000057,-97.80060485499996,10497020,Routine Inspection
Filipino Asian Mart,78748,10/26/2012,90,615 W SLAUGHTER LN Unit 110,AUSTIN,78748,30.173186719000057,-97.80060485499996,10497020,Routine Inspection
Filipino Asian Mart,78748,03/04/2015,78,615 W SLAUGHTER LN Unit 110,AUSTIN,78748,30.173186719000057,-97.80060485499996,10497020,Routine Inspection
Fino Restaurant,78705,01/20/2015,91,2905 SAN GABRIEL ST Bldg A,AUSTIN,78705,30.29789472300007,-97.74764483099995,2802816,Routine Inspection
Fino Restaurant,78705,06/27/2013,81,2905 SAN GABRIEL ST Bldg A,AUSTIN,78705,30.29789472300007,-97.74764483099995,2802816,Routine Inspection
Fino Restaurant,78705,11/05/2012,91,2905 SAN GABRIEL ST Bldg A,AUSTIN,78705,30.29789472300007,-97.74764483099995,2802816,Routine Inspection
Fino Restaurant,78705,05/30/2014,95,2905 SAN GABRIEL ST Bldg A,AUSTIN,78705,30.29789472300007,-97.74764483099995,2802816,Routine Inspection
Fire Bowl Cafe,78759,01/22/2013,89,9828 GREAT HILLS TRL,AUSTIN,78759,30.39424852800005,-97.74826936699998,2802130,Routine Inspection
Fire Bowl Cafe,78759,07/24/2014,97,9828 GREAT HILLS TRL,AUSTIN,78759,30.39424852800005,-97.74826936699998,2802130,Routine Inspection
Fire Bowl Cafe,78759,12/19/2014,91,9828 GREAT HILLS TRL,AUSTIN,78759,30.39424852800005,-97.74826936699998,2802130,Routine Inspection
Fire Bowl Cafe,78759,10/15/2013,91,9828 GREAT HILLS TRL,AUSTIN,78759,30.39424852800005,-97.74826936699998,2802130,Routine Inspection
Firehouse Lounge,78701,06/17/2014,79,605 BRAZOS ST,AUSTIN,78701,30.26825918700007,-97.74123122999998,10832117,1st Follow Up to Routine of 50 - 69
Firehouse Lounge,78701,02/05/2015,92,605 BRAZOS ST,AUSTIN,78701,30.26825918700007,-97.74123122999998,10832117,Routine Inspection
Firehouse Lounge,78701,05/21/2014,59,605 BRAZOS ST,AUSTIN,78701,30.26825918700007,-97.74123122999998,10832117,Routine Inspection
Firehouse Subs,78758,03/18/2015,85,11101 BURNET RD,AUSTIN,78758,30.39572114400005,-97.72024126399998,10708172,Routine Inspection
Firehouse Subs,78749,02/23/2015,100,4301 W WILLIAM CANNON DR,AUSTIN,78749,30.222225528000024,-97.83897468699996,10754193,Routine Inspection
Firehouse Subs,78749,03/19/2014,96,4301 W WILLIAM CANNON DR,AUSTIN,78749,30.222225528000024,-97.83897468699996,10754193,Routine Inspection
Firehouse Subs,78758,01/08/2014,92,11101 BURNET RD,AUSTIN,78758,30.39572114400005,-97.72024126399998,10708172,Routine Inspection
Firehouse Subs,78758,06/26/2014,85,11101 BURNET RD,AUSTIN,78758,30.39572114400005,-97.72024126399998,10708172,Routine Inspection
Firehouse Subs,78758,11/16/2012,91,11101 BURNET RD,AUSTIN,78758,30.39572114400005,-97.72024126399998,10708172,Routine Inspection
Firehouse Subs,78749,07/16/2013,95,4301 W WILLIAM CANNON DR,AUSTIN,78749,30.222225528000024,-97.83897468699996,10754193,Routine Inspection
Firehouse Subs,78749,09/10/2014,100,4301 W WILLIAM CANNON DR,AUSTIN,78749,30.222225528000024,-97.83897468699996,10754193,Routine Inspection
Firehouse Subs,78749,01/03/2013,94,4301 W WILLIAM CANNON DR,AUSTIN,78749,30.222225528000024,-97.83897468699996,10754193,Routine Inspection
Firehouse Subs,78758,11/26/2014,87,11101 BURNET RD,AUSTIN,78758,30.39572114400005,-97.72024126399998,10708172,Routine Inspection
Firehouse Subs,78758,06/07/2013,90,11101 BURNET RD,AUSTIN,78758,30.39572114400005,-97.72024126399998,10708172,Routine Inspection
Firehouse Subs #465,78729,09/19/2014,96,7318 MC NEIL DR Unit 105,AUSTIN,78729,30.435137248000046,-97.76742950899995,10748366,Routine Inspection
Firehouse Subs #465,78729,03/13/2013,96,7318 MC NEIL DR Unit 105,AUSTIN,78729,30.435137248000046,-97.76742950899995,10748366,Routine Inspection
Firehouse Subs #465,78729,11/04/2013,97,7318 MC NEIL DR Unit 105,AUSTIN,78729,30.435137248000046,-97.76742950899995,10748366,Routine Inspection
Firehouse Subs #465,78729,03/04/2015,90,7318 MC NEIL DR Unit 105,AUSTIN,78729,30.435137248000046,-97.76742950899995,10748366,Routine Inspection
First Chinese BBQ,78753,03/05/2015,83,10901 N LAMAR BLVD Unit 104,AUSTIN,78753,30.37846572400008,-97.68829425099995,10002411,Routine Inspection
First Chinese BBQ,78753,01/03/2014,84,10901 N LAMAR BLVD Unit 104,AUSTIN,78753,30.37846572400008,-97.68829425099995,10002411,Routine Inspection
First Chinese BBQ,78753,11/13/2012,79,10901 N LAMAR BLVD Unit 104,AUSTIN,78753,30.37846572400008,-97.68829425099995,10002411,Routine Inspection
First Chinese BBQ,78753,06/06/2013,87,10901 N LAMAR BLVD Unit 104,AUSTIN,78753,30.37846572400008,-97.68829425099995,10002411,Routine Inspection
First Chinese BBQ,78753,09/10/2014,85,10901 N LAMAR BLVD Unit 104,AUSTIN,78753,30.37846572400008,-97.68829425099995,10002411,Routine Inspection
First Class CDC,78748,04/14/2015,83,2505 LARK GLEN LN,AUSTIN,78748,30.156162907000066,-97.84363105799997,2803088,Routine Inspection
First Class CDC,78748,03/27/2014,96,2505 LARK GLEN LN,AUSTIN,78748,30.156162907000066,-97.84363105799997,2803088,Routine Inspection
First Class CDC,78748,06/18/2012,100,2505 LARK GLEN LN,AUSTIN,78748,30.156162907000066,-97.84363105799997,2803088,Routine Inspection
First Class CDC,78748,01/25/2013,100,2505 LARK GLEN LN,AUSTIN,78748,30.156162907000066,-97.84363105799997,2803088,Routine Inspection
First Class CDC,78748,09/25/2014,96,2505 LARK GLEN LN,AUSTIN,78748,30.156162907000066,-97.84363105799997,2803088,Routine Inspection
First Class CDC,78748,06/13/2013,100,2505 LARK GLEN LN,AUSTIN,78748,30.156162907000066,-97.84363105799997,2803088,Routine Inspection
First English Lutheran Child,78705,10/24/2014,100,3001 WHITIS AVE,AUSTIN,78705,30.29572382400005,-97.73904535099996,2800997,Routine Inspection
First English Lutheran Child,78705,10/02/2012,97,3001 WHITIS AVE,AUSTIN,78705,30.29572382400005,-97.73904535099996,2800997,Routine Inspection
First English Lutheran Child,78705,04/22/2014,97,3001 WHITIS AVE,AUSTIN,78705,30.29572382400005,-97.73904535099996,2800997,Routine Inspection
First English Lutheran Child,78705,04/16/2013,100,3001 WHITIS AVE,AUSTIN,78705,30.29572382400005,-97.73904535099996,2800997,Routine Inspection
First English Lutheran Child,78705,04/08/2015,100,3001 WHITIS AVE,AUSTIN,78705,30.29572382400005,-97.73904535099996,2800997,Routine Inspection
First English Lutheran Child,78705,10/18/2013,100,3001 WHITIS AVE,AUSTIN,78705,30.29572382400005,-97.73904535099996,2800997,Routine Inspection
First Evangelical Free Church,78749,05/23/2013,97,4220 MONTEREY OAKS BLVD,AUSTIN,78749,30.22915419900005,-97.83400374299998,10517838,Routine Inspection
First Evangelical Free Church,78749,04/22/2014,92,4220 MONTEREY OAKS BLVD,AUSTIN,78749,30.22915419900005,-97.83400374299998,10517838,Routine Inspection
First Evangelical Free Church,78749,12/15/2014,83,4220 MONTEREY OAKS BLVD,AUSTIN,78749,30.22915419900005,-97.83400374299998,10517838,Routine Inspection
First Evangelical Free Church,78749,11/16/2012,100,4220 MONTEREY OAKS BLVD,AUSTIN,78749,30.22915419900005,-97.83400374299998,10517838,Routine Inspection
First Stop Food Store,78704,07/23/2012,89,1017 BARTON SPRINGS RD,AUSTIN,78704,30.260174778000078,-97.75533976799994,2803585,Routine Inspection
First Stop Food Store,78704,01/07/2013,86,1017 BARTON SPRINGS RD,AUSTIN,78704,30.260174778000078,-97.75533976799994,2803585,Routine Inspection
First Stop Food Store,78704,08/19/2014,96,1017 BARTON SPRINGS RD,AUSTIN,78704,30.260174778000078,-97.75533976799994,2803585,Routine Inspection
First Stop Food Store,78704,06/05/2013,86,1017 BARTON SPRINGS RD,AUSTIN,78704,30.260174778000078,-97.75533976799994,2803585,Routine Inspection
First Stop Food Store,78704,02/23/2015,87,1017 BARTON SPRINGS RD,AUSTIN,78704,30.260174778000078,-97.75533976799994,2803585,Routine Inspection
First Stop Food Store,78704,01/23/2014,89,1017 BARTON SPRINGS RD,AUSTIN,78704,30.260174778000078,-97.75533976799994,2803585,Routine Inspection
First Stop Food Store #2,78759,07/06/2012,86,11655 RESEARCH BLVD NB,AUSTIN,78759,30.41740593600008,-97.74610999099997,2803457,Routine Inspection
First Stop Food Store #2,78759,04/08/2015,82,11655 RESEARCH BLVD NB,AUSTIN,78759,30.41740593600008,-97.74610999099997,2803457,Routine Inspection
First Stop Food Store #2,78759,12/30/2013,80,11655 RESEARCH BLVD NB,AUSTIN,78759,30.41740593600008,-97.74610999099997,2803457,Routine Inspection
First Stop Food Store #2,78759,06/18/2013,97,11655 RESEARCH BLVD NB,AUSTIN,78759,30.41740593600008,-97.74610999099997,2803457,Routine Inspection
First Stop Food Store #2,78759,06/06/2014,89,11655 RESEARCH BLVD NB,AUSTIN,78759,30.41740593600008,-97.74610999099997,2803457,Routine Inspection
First Stop Food Store #2,78759,11/26/2014,97,11655 RESEARCH BLVD NB,AUSTIN,78759,30.41740593600008,-97.74610999099997,2803457,Routine Inspection
First Wok,78745,07/15/2014,71,603 W STASSNEY LN,AUSTIN,78745,30.208065137000062,-97.78086281099996,2800806,Routine Inspection
First Wok,78745,08/31/2012,84,603 W STASSNEY LN,AUSTIN,78745,30.208065137000062,-97.78086281099996,2800806,Routine Inspection
First Wok,78745,12/02/2013,83,603 W STASSNEY LN,AUSTIN,78745,30.208065137000062,-97.78086281099996,2800806,Routine Inspection
First Wok,78745,11/26/2013,85,603 W STASSNEY LN,AUSTIN,78745,30.208065137000062,-97.78086281099996,2800806,Routine Inspection
First Wok,78745,01/13/2015,84,603 W STASSNEY LN,AUSTIN,78745,30.208065137000062,-97.78086281099996,2800806,Routine Inspection
First Wok,78745,03/21/2013,83,603 W STASSNEY LN,AUSTIN,78745,30.208065137000062,-97.78086281099996,2800806,Routine Inspection
Fish Daddy's,78660,08/27/2012,71,15119 N IH 35 SVRD NB Bldg B,AUSTIN,78660,30.448531720000062,-97.61972641599999,10236095,Routine Inspection
Fish Daddy's,78660,01/27/2015,94,15119 N IH 35 SVRD NB Bldg B,AUSTIN,78660,30.448531720000062,-97.61972641599999,10236095,Routine Inspection
Fish Daddy's,78660,07/28/2014,77,15119 N IH 35 SVRD NB Bldg B,AUSTIN,78660,30.448531720000062,-97.61972641599999,10236095,Routine Inspection
Fish Daddy's,78660,01/16/2014,94,15119 N IH 35 SVRD NB Bldg B,AUSTIN,78660,30.448531720000062,-97.61972641599999,10236095,Routine Inspection
Fish Daddy's,78660,05/24/2013,93,15119 N IH 35 SVRD NB Bldg B,AUSTIN,78660,30.448531720000062,-97.61972641599999,10236095,Routine Inspection
Fish Daddy's,78660,05/08/2013,62,15119 N IH 35 SVRD NB Bldg B,AUSTIN,78660,30.448531720000062,-97.61972641599999,10236095,Routine Inspection
Five Guys Burgers and Fries,78759,04/15/2015,95,10000 RESEARCH BLVD SB Unit 142,AUSTIN,78759,30.39282891700003,-97.74696267999997,11115083,Routine Inspection
Five Guys Burgers and Fries,78749,11/19/2014,100,4301 W WILLIAM CANNON DR,AUSTIN,78749,30.222225528000024,-97.83897468699996,11114949,Routine Inspection
Five Guys Burgers and Fries,78759,11/14/2014,100,10000 RESEARCH BLVD SB Unit 142,AUSTIN,78759,30.39282891700003,-97.74696267999997,11115083,Routine Inspection
Five Guys Burgers and Fries,78705,11/12/2014,97,3208 GUADALUPE ST,AUSTIN,78705,30.299795988000028,-97.74007664399994,11115092,Routine Inspection
Flamingo Cantina,78701,08/14/2013,90,515 E 6TH ST,AUSTIN,78701,30.266603358000054,-97.73770755199996,2800628,Routine Inspection
Flamingo Cantina,78701,01/24/2013,97,515 E 6TH ST,AUSTIN,78701,30.266603358000054,-97.73770755199996,2800628,Routine Inspection
Flamingo Cantina,78701,03/20/2015,84,515 E 6TH ST,AUSTIN,78701,30.266603358000054,-97.73770755199996,2800628,Routine Inspection
Flamingo Cantina,78701,02/05/2015,92,515 E 6TH ST,AUSTIN,78701,30.266603358000054,-97.73770755199996,2800628,Routine Inspection
Flamingo Event Center,78719,10/09/2014,100,8619 S US 183 HWY,AUSTIN,78719,30.135982440000078,-97.67582912699999,10871623,Routine Inspection
Flamingo Event Center,78719,04/04/2014,97,8619 S US 183 HWY,AUSTIN,78719,30.135982440000078,-97.67582912699999,10871623,Routine Inspection
Flat Creek Estate,78654,04/09/2014,100,24912 E SINGLETON BEND RD,MARBLE FALLS,78654,30.479307667000057,-98.04527576599997,2803125,Routine Inspection
Flat Creek Estate,78654,07/18/2014,94,24912 E SINGLETON BEND RD,MARBLE FALLS,78654,30.479307667000057,-98.04527576599997,2803125,Routine Inspection
Flat Creek Estate,78654,09/20/2012,96,24912 E SINGLETON BEND RD,MARBLE FALLS,78654,30.479307667000057,-98.04527576599997,2803125,Routine Inspection
Flat Creek Estate,78654,03/27/2015,96,24912 E SINGLETON BEND RD,MARBLE FALLS,78654,30.479307667000057,-98.04527576599997,2803125,Routine Inspection
Flattrack Coffee,78702,11/24/2014,94,913 E CESAR CHAVEZ ST,AUSTIN,78702,30.260613797000076,-97.73476001499995,11130673,Routine Inspection
Flea Market #A,78754,09/22/2012,96,9500 E US 290 HWY SVRD WB,AUSTIN,78754,30.35337175500007,-97.65253989799999,2800518,Routine Inspection
Flea Market #A,78754,03/23/2013,100,9500 E US 290 HWY SVRD WB,AUSTIN,78754,30.35337175500007,-97.65253989799999,2800518,Routine Inspection
Flea Market #A,78754,11/22/2014,100,9500 E US 290 HWY SVRD WB,AUSTIN,78754,30.35337175500007,-97.65253989799999,2800518,Routine Inspection
Flea Market #A,78754,09/28/2013,92,9500 E US 290 HWY SVRD WB,AUSTIN,78754,30.35337175500007,-97.65253989799999,2800518,Routine Inspection
Flea Market #A,78754,05/03/2014,94,9500 E US 290 HWY SVRD WB,AUSTIN,78754,30.35337175500007,-97.65253989799999,2800518,Routine Inspection
Flea Market #B,78754,05/03/2014,100,9500 E US 290 HWY SVRD WB,AUSTIN,78754,30.35337175500007,-97.65253989799999,2800519,Routine Inspection
Flea Market #B,78754,09/28/2013,86,9500 E US 290 HWY SVRD WB,AUSTIN,78754,30.35337175500007,-97.65253989799999,2800519,Routine Inspection
Flea Market #B,78754,09/22/2012,100,9500 E US 290 HWY SVRD WB,AUSTIN,78754,30.35337175500007,-97.65253989799999,2800519,Routine Inspection
Flea Market #B,78754,11/22/2014,100,9500 E US 290 HWY SVRD WB,AUSTIN,78754,30.35337175500007,-97.65253989799999,2800519,Routine Inspection
